trial,amplitude_mm,r2_seasonal
3896,2.4,0.1196
3897,1.401,0.0958
3898,2.415,0.1005
3899,0.532,0.1512
3900,1.23,0.0596
3901,2.581,0.1033
3902,1.915,0.0956
3903,0.219,0.004
3904,1.673,0.0488
3906,1.323,0.0649
3907,1.236,0.0952
3908,0.219,0.0029
3909,0.317,0.0059
3910,0.333,0.0142
3911,1.689,0.0741
3913,3.042,0.1366
3914,2.524,0.0548
3915,2.209,0.1768
3916,1.298,0.1035
3917,3.879,0.0573
3918,2.509,0.1029
3919,3.73,0.1004
3920,1.228,0.0621
3921,1.01,0.1635
3923,2.132,0.1995
3924,3.118,0.128
3925,1.888,0.036
3926,1.893,0.0973
3927,2.185,0.0836
3928,1.043,0.029
3930,0.325,0.0051
3931,2.376,0.1228
3932,1.804,0.0323
3934,2.368,0.1466
3935,2.265,0.1132
3936,1.874,0.0654
3938,2.62,0.1199
3939,1.263,0.1126
3940,0.742,0.0222
3941,2.318,0.1151
3942,1.602,0.0394
3943,1.31,0.0791
3944,2.305,0.1138
3945,1.109,0.0455
3946,1.223,0.1833
3947,1.949,0.0549
3948,0.252,0.0029
3949,1.128,0.0779
3950,1.201,0.0681
3951,0.692,0.1347
3952,1.552,0.0431
3953,0.905,0.0358
3954,0.742,0.0222
3956,1.417,0.0667
3957,1.891,0.0486
3958,0.408,0.0098
3959,2.375,0.1021
3960,2.792,0.0882
3961,1.263,0.1295
3963,0.657,0.1934
3964,1.576,0.1827
3965,0.368,0.0271
3966,1.188,0.1193
3967,1.029,0.205
3968,0.176,0.0184
3969,0.359,0.0076
3970,2.648,0.1028
3971,1.606,0.0866
3972,2.238,0.092
3973,2.391,0.1142
3974,2.112,0.0547
3975,0.91,0.0364
3976,2.134,0.0545
3977,3.157,0.1374
3978,1.346,0.0413
3979,0.956,0.0503
3981,0.414,0.007
3982,1.568,0.1244
3984,1.748,0.0759
3985,2.522,0.1495
3986,2.019,0.0929
3987,2.062,0.0553
3988,1.286,0.0628
3989,1.398,0.0596
3990,1.913,0.1138
3991,2.634,0.0594
3992,0.213,0.003
3993,0.867,0.0218
3994,1.963,0.1257
3995,0.368,0.0271
3996,1.107,0.0647
3998,2.203,0.0744
3999,1.499,0.0562
4000,1.595,0.0951
4001,1.148,0.0314
4002,1.174,0.1728
4003,1.851,0.0366
4004,1.558,0.0787
4005,0.916,0.0198
4006,1.871,0.0861
4007,2.87,0.1402
4010,0.495,0.015
4011,0.394,0.0602
4012,1.945,0.0659
4013,1.582,0.0591
4014,1.712,0.1348
4015,1.946,0.1021
4016,0.286,0.0059
4017,1.623,0.0676
4019,2.309,0.0924
4020,0.718,0.0309
4021,2.763,0.1448
4022,1.196,0.1394
4023,1.916,0.0352
4024,2.516,0.1213
4025,0.661,0.0292
4026,0.272,0.0039
4027,2.564,0.1296
4028,1.363,0.1079
4029,2.414,0.0768
4030,1.692,0.0626
4031,1.8,0.1703
4032,1.006,0.0273
4033,0.979,0.0231
4034,2.278,0.0853
4035,1.982,0.1237
4036,2.812,0.139
4037,8.77,0.121
4038,1.163,0.0682
4039,2.359,0.1243
4040,2.624,0.1302
4041,1.734,0.1082
4042,2.516,0.1257
4043,2.322,0.1143
4044,2.204,0.1261
4045,3.063,0.1044
4046,1.772,0.1021
4047,1.174,0.0275
4048,2.551,0.1256
4051,1.915,0.1708
4052,1.568,0.0938
4053,1.219,0.0626
4054,2.498,0.1183
4055,0.679,0.0216
4056,1.419,0.0651
4057,2.063,0.0826
4058,2.478,0.1552
4059,2.412,0.1893
4060,2.45,0.1424
4061,1.007,0.1717
4064,1.597,0.1123
4066,1.192,0.0611
4067,2.628,0.1142
4068,1.703,0.0536
4069,0.201,0.002
4070,1.754,0.0725
4071,1.26,0.0782
4072,1.076,0.0267
4073,1.901,0.0633
4074,2.253,0.1141
4075,0.832,0.1676
4076,2.085,0.0399
4077,1.743,0.0996
4078,3.083,0.0343
4079,1.789,0.1104
4080,0.123,0.0013
4081,2.496,0.118
4082,1.732,0.1347
4083,2.198,0.111
4084,0.314,0.0048
4085,3.06,0.1369
4086,1.902,0.0522
4087,0.243,0.0305
4088,2.891,0.0913
4089,1.472,0.0648
4091,5.35,0.2117
4092,0.108,0.0007
4093,2.256,0.0717
4094,2.143,0.0565
4095,1.168,0.1566
4096,1.128,0.157
4097,1.796,0.0663
4098,2.317,0.0826
4099,2.452,0.1229
4100,2.459,0.1355
4101,3.038,0.0815
4103,1.116,0.1363
4104,2.446,0.1384
4105,2.454,0.1478
4106,2.276,0.1107
4107,1.331,0.0417
4108,0.948,0.1256
4109,0.803,0.0572
4110,6.103,0.0908
4111,1.657,0.0999
4112,2.516,0.1246
4114,1.897,0.0647
4115,1.315,0.0647
4116,1.709,0.0691
4117,0.846,0.1199
4118,2.37,0.1397
4119,1.801,0.0777
4120,0.994,0.022
4122,1.771,0.0643
4123,1.143,0.0505
4124,1.291,0.0319
4126,1.416,0.0681
4127,1.147,0.0869
4129,1.153,0.055
4130,1.846,0.1101
4131,1.342,0.0411
4132,0.404,0.0961
4133,4.293,0.2194
4134,0.482,0.1207
4135,1.314,0.1022
4136,1.687,0.0717
4137,2.605,0.0939
4138,0.681,0.0082
4139,1.372,0.0688
4140,1.925,0.0366
4141,2.053,0.1571
4142,0.726,0.0168
4143,1.143,0.0516
4144,0.323,0.0063
4145,1.339,0.0635
4146,1.842,0.0766
4147,2.266,0.1231
4148,0.942,0.0631
4149,2.308,0.121
4151,1.88,0.1043
4152,2.114,0.1206
4153,1.799,0.0359
4154,2.033,0.1492
4155,2.26,0.1097
4157,1.949,0.0549
4158,1.47,0.0627
4159,1.712,0.1348
4160,1.266,0.1178
4161,1.005,0.0912
4162,0.35,0.0093
4163,0.676,0.0296
4164,0.172,0.0024
4166,0.872,0.0311
4167,1.897,0.07
4168,0.268,0.0126
4170,1.067,0.0363
4171,0.871,0.1663
4173,1.437,0.073
4175,1.964,0.0701
4176,0.659,0.0795
4177,2.438,0.1289
4178,2.235,0.1079
4179,2.213,0.1073
4180,1.551,0.0653
4181,1.203,0.0936
4182,0.077,0.0005
4183,2.702,0.0838
4184,2.024,0.1235
4186,0.141,0.0014
4187,1.494,0.0603
4188,0.52,0.0378
4189,3.118,0.128
4190,1.541,0.1237
4191,8.733,0.1208
4192,0.354,0.0369
4193,1.162,0.103
4194,2.003,0.1075
4195,2.005,0.1041
4196,7.918,0.3761
4197,2.345,0.1724
4198,2.202,0.0703
4199,3.305,0.0993
4200,0.278,0.0054
4202,0.618,0.1206
4203,2.049,0.128
4204,1.02,0.0486
4205,0.289,0.0046
4206,0.843,0.0299
4208,1.055,0.1989
4209,1.901,0.0284
4210,1.717,0.0356
4211,1.206,0.0558
4212,1.899,0.1276
4213,1.237,0.0808
4214,0.575,0.0296
4215,1.46,0.075
4216,2.43,0.0624
4217,2.421,0.0874
4219,1.438,0.1592
4220,1.983,0.1292
4221,2.335,0.1288
4222,1.038,0.0517
4223,1.364,0.1514
4224,2.546,0.1077
4225,1.188,0.0296
4226,1.405,0.0521
4227,1.539,0.1711
4228,1.853,0.1195
4229,1.889,0.0367
4230,2.813,0.0889
4231,2.306,0.1141
4232,1.97,0.076
4233,1.742,0.1031
4234,1.047,0.0342
4235,0.358,0.0095
4236,2.215,0.0909
4237,4.784,0.1874
4238,1.535,0.0731
4239,1.066,0.1567
4240,1.025,0.0485
4241,2.152,0.0694
4242,1.197,0.0455
4243,0.972,0.0438
4244,1.726,0.1082
4245,1.385,0.0495
4246,1.058,0.1466
4247,2.255,0.1081
4248,3.155,0.1391
4249,2.256,0.0594
4250,1.89,0.0342
4251,1.277,0.1324
4252,0.278,0.0473
4253,2.068,0.0564
4254,0.366,0.0095
4255,2.597,0.1147
4256,2.378,0.1263
4257,2.052,0.1149
4258,0.65,0.0973
4259,0.912,0.0658
4260,3.01,0.1294
4262,1.499,0.0651
4263,1.573,0.1239
4264,0.262,0.0042
4265,1.319,0.0704
4266,0.452,0.0118
4267,9.826,0.2469
4268,0.521,0.0155
4269,0.928,0.0835
4270,2.415,0.1124
4271,1.39,0.0696
4272,0.256,0.0047
4273,1.532,0.1599
4274,2.719,0.1132
4275,1.645,0.1369
4276,2.384,0.1253
4277,1.599,0.182
4278,0.244,0.0246
4279,2.163,0.2014
4280,6.17,0.2691
4281,2.268,0.1079
4282,1.219,0.0345
4283,1.08,0.0795
4284,2.973,0.0975
4285,1.479,0.1469
4286,2.103,0.065
4287,1.119,0.0767
4288,2.238,0.1112
4289,2.376,0.1228
4290,0.364,0.0079
4292,0.289,0.0046
4294,0.452,0.0144
4295,1.167,0.032
4296,2.581,0.1316
4297,0.479,0.0124
4298,2.118,0.135
4300,1.469,0.0682
4301,2.17,0.2062
4302,2.506,0.1323
4304,1.128,0.157
4305,3.031,0.0686
4306,1.153,0.055
4307,1.747,0.1069
4308,0.962,0.1497
4309,0.537,0.016
4310,0.178,0.0027
4311,1.755,0.0866
4312,1.173,0.0562
4313,2.346,0.1152
4314,2.215,0.041
4315,1.971,0.1277
4316,2.139,0.1018
4317,2.276,0.1084
4319,1.875,0.0447
4320,0.891,0.0396
4321,1.203,0.0854
4323,1.768,0.0472
4325,1.398,0.1181
4326,1.645,0.0962
4327,1.134,0.0547
4328,0.084,0.0006
4330,1.227,0.1578
4332,0.402,0.0173
4333,2.514,0.1066
4334,0.968,0.0465
4336,2.329,0.158
4337,1.75,0.1508
4338,1.657,0.0651
4339,1.293,0.1508
4340,1.863,0.0468
4341,0.315,0.0077
4342,2.299,0.1104
4343,1.227,0.1174
4346,0.958,0.0715
4347,1.87,0.1377
4348,2.449,0.0828
4349,1.229,0.0692
4351,0.629,0.0132
4352,1.967,0.0295
4353,1.693,0.0655
4354,2.401,0.1572
4355,1.824,0.1009
4356,1.93,0.0305
4357,1.358,0.1184
4358,0.922,0.0272
4359,1.226,0.0306
4360,1.721,0.0354
4362,1.959,0.0754
4363,0.355,0.0059
4364,2.424,0.1132
4365,1.418,0.1258
4366,2.717,0.1228
4367,1.596,0.0672
4368,0.858,0.0621
4369,1.425,0.0174
4370,2.952,0.1319
4371,0.404,0.0065
4372,2.085,0.0705
4373,2.271,0.1506
4374,1.252,0.098
4375,1.175,0.0841
4376,0.929,0.0246
4377,1.93,0.0507
4378,1.933,0.0736
4379,1.442,0.0743
4381,0.4,0.0107
4382,1.094,0.0526
4383,1.981,0.1244
4384,2.244,0.0676
4385,1.559,0.0519
4386,1.965,0.0318
4387,1.079,0.0806
4388,2.073,0.0535
4390,2.98,0.1402
4391,0.92,0.0221
4392,0.857,0.0329
4393,2.549,0.1145
4394,2.313,0.1035
4395,3.124,0.1344
4396,1.737,0.1425
4397,1.761,0.1517
4398,4.306,0.1155
4399,2.388,0.1656
4400,2.157,0.1137
4401,1.836,0.0642
4402,1.775,0.1084
4403,0.912,0.0553
4404,0.965,0.0834
4405,0.327,0.0057
4407,1.33,0.0881
4408,2.115,0.2156
4409,2.223,0.1204
4410,1.515,0.0547
4411,1.035,0.0748
4412,0.722,0.1323
4413,1.248,0.0641
4414,0.592,0.0233
4415,1.469,0.1165
4416,2.521,0.0826
4417,3.005,0.0751
4418,2.62,0.1199
4419,2.301,0.1107
4420,0.213,0.0028
4421,1.272,0.0587
4422,1.933,0.0994
4423,2.365,0.2233
4424,1.15,0.0505
4425,0.158,0.014
4427,2.264,0.0529
4428,1.821,0.0366
4429,1.31,0.0391
4431,1.225,0.0483
4432,1.949,0.106
4433,0.73,0.027
4434,1.189,0.0917
4435,1.871,0.0668
4436,0.927,0.0569
4437,2.093,0.0616
4438,2.514,0.1155
4440,0.324,0.0053
4441,1.08,0.0795
4442,1.698,0.1718
4443,2.448,0.0866
4444,2.701,0.0731
4445,1.741,0.1426
4446,1.292,0.1149
4447,2.299,0.157
4448,1.245,0.063
4449,0.606,0.0473
4450,1.094,0.0526
4451,2.012,0.0979
4453,2.865,0.0875
4454,1.857,0.0775
4455,1.791,0.1064
4456,1.721,0.1129
4457,4.734,0.0622
4458,4.295,0.0532
4459,0.532,0.0145
4461,1.428,0.0879
4462,1.9,0.0324
4463,2.184,0.1137
4464,1.217,0.029
4465,1.906,0.1173
4466,0.346,0.0087
4467,1.886,0.1414
4468,2.083,0.1245
4469,1.554,0.1177
4470,0.846,0.1199
4471,2.493,0.1122
4472,2.332,0.0792
4473,2.04,0.1719
4474,2.315,0.1046
4475,0.97,0.0814
4476,0.526,0.0761
4477,2.828,0.0571
4478,2.083,0.1103
4479,1.335,0.0681
4480,1.629,0.0657
4481,2.09,0.0988
4482,2.568,0.1508
4483,0.538,0.0165
4484,1.492,0.0765
4485,0.634,0.0133
4486,4.491,0.0613
4487,1.154,0.0525
4488,2.328,0.0953
4489,2.729,0.0894
4490,2.316,0.1323
4491,1.053,0.1219
4492,0.455,0.0284
4493,0.911,0.0463
4495,1.386,0.1158
4496,2.204,0.1261
4497,1.577,0.0668
4499,1.227,0.1468
4500,1.844,0.1674
4501,2.98,0.0984
4502,0.371,0.006
4503,2.768,0.0622
4505,1.3,0.0979
4506,1.902,0.1059
4507,2.161,0.0639
4508,1.661,0.0357
4509,2.224,0.1148
4510,2.602,0.1284
4511,2.333,0.1216
4512,0.91,0.0621
4514,2.326,0.2162
4515,1.941,0.1022
4516,1.728,0.1292
4517,1.588,0.0774
4518,1.258,0.0903
4519,2.063,0.0581
4520,1.926,0.073
4521,0.383,0.0066
4522,1.503,0.0471
4523,0.488,0.0704
4524,1.341,0.1101
4525,1.759,0.0456
4526,1.135,0.0264
4527,0.521,0.0143
4528,2.321,0.1481
4529,1.881,0.1067
4530,3.214,0.0922
4531,0.771,0.0275
4532,2.002,0.0677
4533,2.1,0.1183
4534,0.901,0.0219
4535,2.813,0.0992
4536,2.805,0.1251
4537,2.561,0.1327
4538,1.981,0.182
4539,1.147,0.0554
4540,0.382,0.0086
4541,2.042,0.0763
4542,2.295,0.115
4543,0.932,0.1815
4544,1.812,0.0358
4545,1.887,0.0364
4546,1.99,0.0599
4547,2.607,0.1309
4548,1.568,0.0662
4549,1.736,0.0448
4551,1.737,0.1079
4552,0.317,0.0063
4553,2.275,0.1156
4554,0.629,0.0132
4555,2.402,0.0666
4556,0.103,0.0068
4557,1.308,0.1663
4558,2.928,0.0947
4560,0.509,0.0189
4561,0.327,0.0063
4562,2.293,0.0411
4563,0.143,0.0017
4564,7.184,0.2331
4565,0.358,0.0076
4566,1.513,0.0783
4567,1.272,0.0371
4568,2.019,0.1163
4569,0.379,0.087
4570,3.038,0.1023
4571,1.742,0.1496
4572,0.178,0.0027
4573,2.499,0.1039
4574,2.221,0.0965
4575,1.738,0.2112
4576,0.153,0.0015
4577,0.857,0.0329
4578,1.961,0.1029
4579,1.886,0.1414
4580,1.564,0.0668
4581,1.776,0.06
4582,1.187,0.094
4583,2.32,0.2264
4584,1.045,0.0656
4585,1.249,0.207
4586,2.704,0.0818
4587,2.12,0.0801
4588,2.085,0.1538
4589,1.262,0.0311
4590,1.626,0.0815
4591,1.413,0.0303
4592,2.228,0.1185
4593,1.117,0.1339
4594,0.646,0.0235
4595,1.029,0.0504
4597,1.289,0.063
4598,0.3,0.0056
4599,1.339,0.0635
4600,2.362,0.1213
4601,0.04,0.0001
4603,1.446,0.061
4604,1.52,0.0697
4605,8.77,0.121
4606,1.4,0.0545
4607,2.764,0.068
4608,1.471,0.0755
4609,1.487,0.0818
4610,2.464,0.1191
4611,1.703,0.0536
4612,2.376,0.0578
4613,1.292,0.1543
4614,2.534,0.1111
4615,1.448,0.1947
4616,2.217,0.1043
4617,1.312,0.1239
4618,0.261,0.0057
4619,1.801,0.1027
4620,1.681,0.1254
4621,4.212,0.1049
4622,1.365,0.0939
4623,1.406,0.2107
4624,0.163,0.0016
4625,1.293,0.0483
4626,2.282,0.112
4627,1.969,0.1118
4628,2.012,0.1957
4629,1.131,0.0528
4630,2.41,0.1353
4631,2.808,0.1432
4632,1.972,0.0841
4633,1.111,0.0661
4634,1.386,0.1105
4635,1.199,0.157
4636,1.789,0.0448
4638,0.78,0.0332
4639,1.943,0.034
4640,2.09,0.1066
4641,0.948,0.0792
4642,2.337,0.1225
4643,2.343,0.1083
4644,1.122,0.0477
4645,1.446,0.0296
4646,2.304,0.1237
4647,1.442,0.0743
4648,2.268,0.0816
4649,0.282,0.0111
4650,1.887,0.0375
4651,0.658,0.0214
4652,0.286,0.005
4653,2.009,0.0601
4654,1.712,0.0361
4655,0.865,0.0218
4656,2.378,0.133
4657,0.203,0.0019
4658,0.815,0.178
4659,0.352,0.0074
4660,2.24,0.1112
4661,2.324,0.0657
4662,1.004,0.048
4663,1.52,0.1334
4664,2.015,0.0329
4665,3.881,0.0926
4666,1.05,0.1268
4667,1.475,0.0409
4668,0.961,0.0348
4669,2.5,0.0791
4670,0.915,0.0571
4671,1.565,0.0593
4672,3.057,0.0962
4673,0.881,0.034
4674,2.415,0.2234
4675,1.854,0.1011
4676,2.258,0.1194
4678,0.493,0.0019
4679,1.179,0.0897
4680,2.313,0.1001
4681,1.86,0.1208
4682,1.738,0.0398
4683,1.686,0.035
4684,2.102,0.0662
4686,1.651,0.0689
4687,1.322,0.0704
4689,8.547,0.1001
4690,2.328,0.0638
4691,1.675,0.0553
4692,1.179,0.0897
4693,2.241,0.1065
4694,2.501,0.1985
4695,1.204,0.0593
4696,1.274,0.073
4697,1.599,0.1678
4698,2.36,0.1269
4699,0.399,0.0069
4700,6.162,0.2298
4701,2.741,0.1125
4702,1.873,0.1075
4703,2.287,0.1153
4704,1.227,0.1468
4705,2.326,0.0394
4706,0.642,0.0565
4707,0.758,0.0955
4708,0.377,0.0081
4709,1.835,0.0967
4710,0.916,0.0418
4711,1.697,0.0796
4712,0.341,0.006
4713,1.533,0.0557
4714,1.229,0.0944
4715,0.881,0.034
4716,2.099,0.0312
4717,1.695,0.0842
4719,2.292,0.1381
4720,1.693,0.0531
4721,2.319,0.1143
4722,2.257,0.1136
4723,1.684,0.0738
4724,2.471,0.1089
4725,2.43,0.1243
4726,1.116,0.1363
4727,1.266,0.1248
4728,1.729,0.1029
4729,2.24,0.0385
4730,1.955,0.1152
4731,1.646,0.1334
4732,0.219,0.0043
4733,1.913,0.0913
4734,1.568,0.0662
4735,4.661,0.1977
4736,0.332,0.0056
4737,1.885,0.1053
4738,0.971,0.0263
4739,2.4,0.1196
4740,2.325,0.0995
4741,2.413,0.0929
4742,0.279,0.0061
4743,1.596,0.0883
4745,1.516,0.0479
4746,1.79,0.1017
4747,1.692,0.1175
4748,1.955,0.0638
4749,1.893,0.0495
4750,1.131,0.0308
4751,2.38,0.1232
4752,1.227,0.0584
4753,1.884,0.0693
4754,2.022,0.0978
4755,1.795,0.2137
4756,1.478,0.0681
4757,1.915,0.0939
4758,0.938,0.0449
4759,1.422,0.0641
4760,7.361,0.0966
4761,2.261,0.1075
4763,2.563,0.1358
4764,1.511,0.0641
4765,2.41,0.2025
4766,1.79,0.0375
4768,2.291,0.0706
4769,1.562,0.05
4770,2.179,0.112
4771,2.135,0.1302
4772,1.547,0.0521
4773,2.048,0.0969
4774,0.925,0.1437
4775,1.101,0.1035
4776,0.327,0.011
4777,2.085,0.0399
4778,2.292,0.1072
4779,1.526,0.0509
4780,0.84,0.1733
4781,1.731,0.1016
4783,1.781,0.0997
4784,1.714,0.109
4785,1.263,0.0542
4786,0.771,0.0275
4787,0.298,0.0043
4788,1.835,0.0967
4789,1.737,0.1456
4790,2.368,0.1178
4791,2.043,0.0576
4792,1.764,0.0956
4793,2.378,0.1263
4794,2.054,0.1849
4795,8.19,0.1228
4796,2.256,0.0594
4797,0.25,0.0396
4798,2.467,0.1176
4799,0.932,0.0368
4800,0.971,0.0715
4801,1.711,0.1045
4802,0.089,0.0006
4803,3.084,0.1218
4804,1.047,0.0425
4805,0.36,0.0092
4806,1.599,0.0447
4807,2.319,0.1026
4808,2.305,0.1341
4809,1.811,0.0501
4810,0.946,0.1503
4811,2.273,0.115
4812,2.442,0.1088
4813,0.956,0.0677
4814,1.702,0.0673
4815,1.966,0.1731
4816,0.722,0.1323
4817,0.829,0.033
4818,0.876,0.1432
4819,2.43,0.0624
4820,2.388,0.1085
4822,1.879,0.0702
4823,1.905,0.0332
4824,1.785,0.0927
4826,0.575,0.0179
4827,1.466,0.1197
4828,1.775,0.1105
4829,1.739,0.0775
4830,1.059,0.1755
4831,1.71,0.1855
4832,1.749,0.0944
4833,2.02,0.134
4834,2.064,0.123
4835,1.006,0.0479
4836,0.84,0.1733
4837,8.497,0.1182
4838,2.773,0.1414
4839,0.099,0.0009
4841,1.896,0.0743
4842,2.564,0.1296
4843,0.877,0.0304
4844,1.029,0.0839
4845,1.387,0.1054
4846,0.211,0.0036
4847,1.536,0.124
4848,6.248,0.0999
4850,1.043,0.0796
4851,2.095,0.1391
4852,2.744,0.0971
4853,1.569,0.1299
4854,1.341,0.0886
4855,0.606,0.0473
4856,1.206,0.0729
4857,2.669,0.1396
4858,1.714,0.1495
4859,2.934,0.1331
4860,1.781,0.0724
4861,1.234,0.096
4862,1.824,0.1696
4863,2.068,0.0853
4864,1.058,0.0616
4865,0.298,0.0068
4866,2.855,0.1405
4867,0.713,0.0163
4868,1.496,0.0543
4869,0.99,0.0734
4870,1.403,0.115
4871,2.955,0.0886
4872,0.922,0.0674
4873,0.22,0.0039
4874,2.274,0.1076
4875,2.474,0.1286
4876,1.245,0.0592
4877,2.123,0.0869
4878,1.12,0.0752
4879,1.28,0.148
4880,2.429,0.1291
4881,1.587,0.0468
4882,1.168,0.0566
4883,1.74,0.04
4884,2.87,0.1402
4885,2.612,0.1316
4886,2.126,0.0899
4887,2.002,0.2167
4889,1.043,0.0791
4890,1.482,0.0814
4891,2.125,0.1083
4892,1.441,0.086
4893,1.955,0.0638
4894,2.487,0.1566
4895,1.205,0.0685
4896,2.527,0.0778
4897,2.289,0.1018
4898,2.958,0.132
4899,2.277,0.1533
4900,2.001,0.0977
4901,1.663,0.1698
4902,1.734,0.1082
4903,1.032,0.0297
4904,0.96,0.0807
4905,1.556,0.0717
4906,1.145,0.1514
4907,1.97,0.1009
4908,1.407,0.1048
4910,1.482,0.0814
4911,1.593,0.1743
4912,2.581,0.1033
4913,2.274,0.1196
4915,1.674,0.1274
4916,3.813,0.0898
4917,1.462,0.0477
4919,2.072,0.1329
4921,2.219,0.174
4922,2.401,0.1572
4923,2.189,0.1291
4924,0.981,0.0365
4925,1.558,0.0787
4926,2.062,0.0553
4927,0.909,0.0449
4928,1.818,0.0871
4929,0.45,0.008
4930,2.715,0.0975
4931,7.414,0.12
4932,0.888,0.0341
4933,1.026,0.035
4934,3.048,0.1249
4935,1.329,0.0646
4936,2.312,0.1134
4937,2.002,0.0677
4938,0.668,0.111
4940,0.541,0.0162
4941,1.313,0.0405
4942,1.384,0.0544
4943,1.931,0.035
4944,0.962,0.0794
4945,2.634,0.1311
4946,0.323,0.0068
4947,1.983,0.1107
4948,2.514,0.1066
4949,0.612,0.0124
4950,1.102,0.0675
4951,1.908,0.0773
4952,2.29,0.1244
4953,1.244,0.066
4954,1.371,0.1514
4955,2.29,0.1192
4956,2.438,0.1303
4957,2.187,0.1022
4958,0.378,0.0166
4959,1.227,0.0845
4960,1.087,0.1271
4961,1.578,0.0976
4962,1.591,0.1454
4964,0.512,0.1369
4965,2.891,0.0902
4966,2.346,0.1184
4967,2.693,0.1237
4968,1.069,0.0457
4969,1.948,0.0493
4970,2.774,0.0915
4971,1.93,0.0605
4972,2.472,0.1057
4973,2.278,0.1116
4974,0.345,0.0069
4975,2.409,0.1231
4976,1.725,0.0358
4977,1.847,0.2064
4978,0.074,0.0005
4979,2.409,0.1231
4981,1.79,0.1098
4982,1.701,0.0712
4983,1.858,0.0355
4984,1.194,0.0577
4985,2.153,0.1156
4986,1.004,0.0396
4987,1.931,0.099
4990,1.384,0.0703
4991,1.113,0.0302
4992,1.235,0.1616
4993,1.356,0.0715
4994,1.376,0.106
4995,1.604,0.1026
4996,2.603,0.1359
4997,0.746,0.1247
4998,2.661,0.116
