trial,amplitude_mm,r2_seasonal
1330,1.169,0.0719
1331,1.962,0.1026
1332,1.319,0.0748
1333,2.162,0.1215
1335,1.814,0.0869
1336,1.391,0.1078
1337,2.281,0.1116
1338,2.245,0.1065
1339,1.656,0.1232
1340,1.665,0.0746
1341,1.564,0.056
1342,2.056,0.0604
1343,1.253,0.0585
1344,1.914,0.1134
1345,2.043,0.0833
1346,2.315,0.1186
1348,0.967,0.0684
1349,2.875,0.0953
1350,1.509,0.1088
1352,1.577,0.0455
1353,1.32,0.0982
1354,2.388,0.1266
1355,2.694,0.1086
1356,1.892,0.1464
1357,1.325,0.1099
1358,1.263,0.0542
1359,0.839,0.0251
1360,2.025,0.0962
1361,1.68,0.0697
1362,0.699,0.1642
1363,1.842,0.0576
1365,1.101,0.0723
1366,1.176,0.1204
1367,1.265,0.061
1368,1.053,0.1766
1370,1.076,0.0465
1372,1.895,0.0377
1373,2.029,0.1846
1374,2.214,0.1278
1375,2.09,0.1173
1376,2.311,0.1326
1377,2.34,0.1192
1378,1.805,0.0453
1379,0.892,0.0383
1380,2.122,0.0895
1381,2.271,0.0662
1382,2.684,0.1366
1383,2.273,0.0778
1384,1.775,0.1105
1385,1.227,0.1153
1386,1.107,0.1625
1387,2.29,0.1244
1388,1.864,0.0938
1389,1.345,0.1852
1390,1.076,0.0503
1391,1.851,0.0604
1392,2.551,0.1235
1393,0.943,0.048
1394,1.947,0.1016
1395,1.518,0.1075
1396,2.313,0.0931
1397,1.845,0.0657
1398,1.635,0.1009
1399,1.352,0.0832
1400,2.492,0.1461
1401,1.384,0.0544
1404,0.289,0.0046
1405,2.379,0.2073
1406,2.334,0.121
1407,1.578,0.0727
1408,2.327,0.0885
1409,0.712,0.051
1410,2.742,0.1048
1411,2.377,0.1168
1412,0.04,0.0001
1413,1.852,0.0783
1414,2.245,0.0834
1415,2.073,0.0535
1416,2.488,0.1462
1417,0.342,0.0143
1418,0.214,0.0038
1419,0.722,0.0556
1420,1.768,0.1663
1421,1.474,0.0552
1423,1.27,0.1276
1424,0.246,0.0046
1425,0.29,0.0064
1426,1.954,0.1054
1427,1.005,0.076
1428,1.821,0.0596
1429,2.298,0.1103
1430,1.734,0.0686
1431,1.575,0.1736
1432,1.254,0.0757
1433,1.461,0.0507
1434,1.55,0.0537
1435,1.471,0.0418
1436,1.437,0.085
1437,1.063,0.0412
1438,0.085,0.0007
1439,2.911,0.1147
1441,1.991,0.0483
1442,2.295,0.1141
1443,0.103,0.0068
1444,0.34,0.0053
1445,2.827,0.1331
1446,0.994,0.0729
1447,1.39,0.0667
1448,1.513,0.1193
1449,4.695,0.1343
1450,2.489,0.1464
1451,1.404,0.0938
1452,1.244,0.066
1453,1.263,0.0427
1454,2.112,0.0887
1456,1.51,0.0637
1457,0.904,0.0415
1458,2.463,0.1253
1459,1.875,0.1129
1460,3.0,0.0975
1461,2.357,0.1703
1462,3.107,0.1342
1463,1.169,0.0539
1464,0.084,0.0007
1465,2.083,0.1682
1467,0.359,0.0076
1469,1.751,0.0693
1470,0.985,0.0734
1471,1.591,0.114
1472,1.981,0.1244
1473,1.922,0.0837
1474,1.32,0.0984
1475,1.53,0.0941
1476,1.513,0.0924
1477,2.62,0.1199
1478,1.645,0.0962
1479,2.423,0.1442
1480,2.323,0.1433
1481,2.674,0.1187
1482,1.039,0.1086
1483,0.458,0.0118
1484,0.252,0.0039
1485,0.981,0.0472
1486,0.948,0.0792
1487,2.073,0.0535
1488,1.131,0.1643
1489,1.9,0.0352
1490,2.023,0.1882
1491,1.36,0.0422
1492,1.634,0.1631
1493,2.401,0.1572
1494,2.103,0.1377
1495,2.633,0.079
1496,1.971,0.1277
1497,0.566,0.0108
1498,1.308,0.2024
1499,1.688,0.05
1500,2.146,0.15
1501,2.771,0.1313
1502,1.73,0.0493
1503,1.926,0.1433
1504,1.517,0.0526
1505,0.968,0.0363
1506,1.837,0.0645
1507,1.363,0.0507
1508,1.455,0.063
1509,1.693,0.0307
1510,0.374,0.0114
1511,2.171,0.1601
1512,2.342,0.1089
1513,1.322,0.0704
1514,2.256,0.0717
1515,2.282,0.1231
1516,1.51,0.0805
1517,0.884,0.0332
1519,2.516,0.1257
1520,1.148,0.0314
1521,1.664,0.0992
1522,2.423,0.1189
1523,1.693,0.0363
1524,1.875,0.0494
1525,1.794,0.0609
1526,0.855,0.0403
1527,0.319,0.0051
1528,0.91,0.0574
1529,2.113,0.0794
1530,2.073,0.0831
1531,1.259,0.046
1532,2.88,0.0932
1534,0.361,0.0092
1535,1.69,0.0663
1536,2.137,0.0728
1537,2.531,0.1556
1538,1.44,0.1727
1539,5.213,0.0651
1540,1.253,0.0637
1541,2.538,0.1086
1542,0.971,0.0715
1543,0.587,0.0197
1544,1.946,0.0324
1545,1.752,0.0843
1546,1.817,0.1731
1547,1.715,0.1423
1548,6.774,0.1268
1549,1.634,0.1631
1550,3.131,0.0868
1551,2.297,0.1152
1552,2.292,0.1182
1553,1.788,0.169
1554,1.036,0.0237
1558,2.236,0.1226
1559,1.656,0.0359
1560,1.411,0.1507
1561,1.731,0.0967
1562,2.002,0.2167
1563,1.953,0.0291
1564,1.428,0.1299
1565,1.95,0.0938
1566,2.473,0.1268
1567,2.485,0.0934
1568,2.31,0.1175
1569,2.492,0.1183
1570,2.292,0.1237
1571,1.639,0.1012
1572,3.249,0.3098
1573,2.312,0.1134
1574,2.532,0.1476
1575,1.995,0.0981
1576,0.844,0.0372
1577,1.511,0.0814
1579,1.512,0.0504
1580,1.191,0.056
1581,0.355,0.0059
1582,0.983,0.0906
1583,2.299,0.119
1585,3.083,0.1049
1586,1.192,0.1982
1587,1.199,0.157
1588,1.591,0.2066
1589,1.575,0.1736
1590,1.703,0.0359
1591,2.297,0.1264
1592,0.829,0.033
1593,2.19,0.0705
1594,1.197,0.0666
1595,1.651,0.1022
1596,2.424,0.1174
1597,1.315,0.0624
1598,1.762,0.0543
1599,1.777,0.0711
1600,1.142,0.0309
1601,1.474,0.0552
1602,0.973,0.071
1603,0.196,0.0027
1604,3.017,0.134
1605,3.056,0.1351
1606,2.57,0.145
1607,2.337,0.2214
1608,0.797,0.0322
1609,1.783,0.1346
1610,1.988,0.0558
1611,2.956,0.0967
1612,0.923,0.0631
1613,2.087,0.1347
1614,3.085,0.142
1615,2.522,0.1158
1616,2.044,0.0638
1617,1.378,0.1419
1618,1.204,0.0631
1619,0.266,0.0056
1621,2.959,0.1013
1622,1.956,0.1026
1623,1.261,0.0652
1624,0.201,0.0023
1625,1.664,0.0511
1628,0.149,0.0014
1629,2.118,0.1278
1630,2.445,0.1168
1631,2.398,0.1114
1632,2.573,0.1402
1633,1.601,0.0792
1634,2.395,0.0537
1635,1.687,0.0717
1637,1.442,0.0743
1638,1.445,0.0308
1639,2.467,0.1167
1640,1.916,0.0946
1641,0.803,0.215
1643,1.492,0.0771
1644,2.387,0.06
1645,2.038,0.1194
1646,2.59,0.0803
1647,1.552,0.0712
1648,2.367,0.1203
1649,0.312,0.0076
1650,1.008,0.05
1651,1.928,0.0543
1652,1.291,0.129
1653,2.729,0.0933
1654,1.23,0.0596
1655,1.687,0.0349
1657,2.049,0.0847
1658,1.347,0.067
1659,1.554,0.0905
1660,1.562,0.1398
1661,1.231,0.0478
1662,1.05,0.05
1663,0.73,0.0167
1664,2.574,0.1104
1665,1.879,0.0573
1666,2.471,0.0905
1667,5.213,0.1395
1669,1.733,0.0131
1670,2.6,0.1274
1671,2.054,0.1641
1672,1.463,0.0735
1674,2.02,0.134
1675,1.291,0.129
1676,1.871,0.0328
1677,2.115,0.0599
1678,0.345,0.0064
1679,2.241,0.1722
1680,1.292,0.0931
1681,1.126,0.1152
1682,2.003,0.1123
1683,0.782,0.1889
1684,0.143,0.0018
1685,1.713,0.0661
1686,1.462,0.1462
1687,1.057,0.05
1688,1.261,0.1614
1690,1.626,0.1346
1691,2.613,0.1439
1693,2.381,0.1201
1694,0.94,0.076
1695,1.773,0.1405
1696,2.285,0.1254
1697,1.014,0.0721
1698,2.127,0.1632
1699,2.345,0.1264
1700,0.36,0.0723
1702,1.105,0.157
1703,1.297,0.0989
1704,2.413,0.0929
1705,2.184,0.1654
1706,2.104,0.1407
1707,2.652,0.1471
1708,1.629,0.0527
1709,0.219,0.0023
1710,0.074,0.0005
1712,1.82,0.0646
1713,0.144,0.0106
1714,0.948,0.1256
1715,1.723,0.0672
1716,0.301,0.0058
1717,0.327,0.0079
1718,2.245,0.1057
1719,1.615,0.0421
1720,1.88,0.1043
1721,2.641,0.1098
1722,2.176,0.1184
1723,1.995,0.2003
1724,2.336,0.1653
1725,1.08,0.0469
1726,0.998,0.0489
1727,1.874,0.0485
1728,0.938,0.0618
1729,0.283,0.0038
1730,0.235,0.0045
1731,2.452,0.1229
1732,0.925,0.0446
1733,1.006,0.2145
1734,2.998,0.1173
1735,0.06,0.0003
1736,0.629,0.0132
1737,1.411,0.0756
1738,0.486,0.1249
1739,1.923,0.1091
1740,2.355,0.1126
1741,2.323,0.1451
1742,1.718,0.1087
1743,1.123,0.0462
1744,2.205,0.1612
1745,1.934,0.0638
1746,1.36,0.1013
1747,7.184,0.2331
1748,1.752,0.1351
1749,1.061,0.1512
1750,1.917,0.0383
1751,1.615,0.0854
1752,0.795,0.019
1753,0.315,0.0053
1754,1.949,0.0981
1755,1.93,0.102
1756,2.444,0.1334
1757,0.342,0.0113
1758,1.74,0.035
1759,1.411,0.0664
1760,1.181,0.0608
1761,0.044,0.0002
1762,1.784,0.0602
1763,1.576,0.1827
1764,1.12,0.142
1765,1.214,0.0617
1766,1.507,0.1095
1767,2.455,0.1533
1768,1.738,0.0555
1769,1.225,0.0938
1770,2.581,0.1033
1771,0.994,0.0741
1772,2.209,0.1208
1773,0.891,0.0396
1774,1.275,0.0379
1775,2.152,0.1146
1776,2.478,0.1552
1777,1.909,0.0976
1778,1.883,0.0897
1779,1.984,0.1166
1780,1.445,0.1134
1781,0.674,0.0262
1782,0.108,0.0007
1783,1.874,0.0332
1785,1.2,0.0762
1786,1.255,0.0976
1787,1.561,0.0498
1788,1.701,0.0712
1789,1.0,0.1927
1790,1.86,0.0378
1791,2.585,0.1282
1792,0.77,0.0347
1793,1.883,0.0491
1794,0.868,0.0625
1795,1.062,0.0501
1796,4.263,0.1316
1797,0.443,0.1167
1798,1.403,0.103
1799,0.207,0.0038
1800,1.425,0.0288
1801,2.299,0.105
1802,1.941,0.1179
1803,1.06,0.0781
1804,1.419,0.0651
1805,1.947,0.094
1806,1.141,0.0675
1807,1.471,0.063
1808,1.014,0.0721
1809,1.262,0.0556
1810,0.758,0.0585
1811,0.981,0.0365
1812,1.413,0.0681
1813,1.177,0.0921
1814,1.78,0.0844
1815,4.695,0.1343
1816,1.302,0.0802
1817,1.77,0.1026
1818,0.932,0.0225
1819,1.503,0.0471
1820,0.876,0.0223
1821,1.268,0.0315
1823,0.282,0.0062
1824,0.089,0.0007
1825,2.049,0.0847
1826,1.914,0.0824
1827,2.511,0.1046
1828,1.312,0.1583
1829,1.321,0.0801
1830,1.033,0.0789
1831,0.721,0.0324
1832,1.188,0.0747
1833,1.455,0.063
1834,2.309,0.0924
1835,1.138,0.0704
1836,2.263,0.1083
1837,0.325,0.0667
1838,1.263,0.0542
1840,4.297,0.158
1841,1.786,0.0835
1842,1.901,0.0284
1844,0.193,0.0023
1845,1.008,0.0418
1846,1.263,0.1234
1847,0.187,0.025
1848,0.202,0.0029
1849,2.839,0.0852
1850,0.164,0.0024
1851,1.658,0.0455
1852,1.23,0.0697
1853,0.241,0.0034
1854,0.936,0.0243
1855,1.502,0.0609
1856,0.218,0.0039
1857,2.078,0.123
1858,2.173,0.1028
1859,1.117,0.038
1860,3.01,0.1294
1861,1.921,0.0965
1862,2.306,0.0848
1863,0.06,0.0003
1864,0.767,0.0182
1865,0.604,0.0189
1866,0.583,0.0114
1867,1.462,0.1462
1868,1.541,0.0574
1869,1.277,0.0957
1870,0.251,0.0052
1872,2.321,0.1184
1874,2.006,0.0948
1875,1.899,0.0754
1876,1.646,0.0756
1877,0.148,0.0019
1878,1.695,0.0373
1879,0.308,0.0063
1880,1.867,0.112
1881,0.116,0.0011
1882,0.267,0.0133
1883,2.138,0.153
1884,2.495,0.1197
1886,0.266,0.0056
1887,8.82,0.3868
1888,1.911,0.0905
1889,0.311,0.007
1890,1.779,0.0717
1891,2.292,0.1381
1892,0.35,0.0087
1893,0.347,0.0185
1895,1.002,0.0422
1896,0.914,0.0676
1897,1.75,0.1503
1898,1.57,0.0425
1899,1.876,0.0377
1901,0.207,0.0038
1902,1.966,0.1731
1903,2.775,0.0866
1904,2.347,0.1167
1905,0.455,0.0121
1906,6.997,0.1474
1907,1.82,0.1123
1908,1.741,0.0684
1909,1.02,0.1485
1911,0.183,0.0028
1912,2.261,0.1111
1913,2.118,0.1278
1914,2.547,0.1274
1917,2.299,0.1104
1918,1.664,0.0695
1919,0.888,0.0586
1920,1.688,0.05
1921,0.449,0.0124
1922,2.03,0.1248
1923,0.831,0.0372
1924,0.328,0.006
1925,2.428,0.1299
1926,1.87,0.068
1927,1.092,0.0816
1928,6.231,0.1814
1929,2.771,0.0987
1930,1.778,0.0961
1931,1.962,0.2209
1932,1.693,0.0659
1933,2.032,0.0568
1935,1.576,0.0741
1936,1.308,0.1842
1937,0.139,0.0014
1938,1.744,0.1098
1939,2.292,0.1101
1940,1.148,0.0765
1941,0.239,0.0041
1942,2.466,0.1522
1943,2.138,0.0914
1944,1.325,0.1211
1945,1.075,0.0817
1946,1.016,0.0752
1947,1.597,0.0869
1948,1.578,0.0423
1949,1.308,0.1
1950,0.755,0.0203
1951,2.355,0.1126
1952,2.576,0.1025
1953,1.223,0.0649
1954,2.724,0.1174
1955,0.341,0.0062
1956,2.78,0.081
1957,1.488,0.1616
1958,1.121,0.0678
1959,1.137,0.0479
1960,0.87,0.2178
1961,0.317,0.0051
1962,2.723,0.0949
1963,2.621,0.1353
1964,1.521,0.0756
1965,0.873,0.0221
1966,0.968,0.0363
1967,2.794,0.0619
1968,2.116,0.0678
1969,1.503,0.0471
1970,1.828,0.0362
1971,2.336,0.1653
1972,0.868,0.1504
1973,1.565,0.046
1974,0.339,0.0077
1975,4.169,0.0524
1977,1.276,0.0778
1978,1.858,0.1572
1979,2.337,0.1478
1980,0.611,0.0419
1981,1.874,0.2181
1982,0.881,0.0247
1983,1.535,0.0698
1984,2.237,0.0626
1985,0.366,0.0082
1986,1.461,0.1677
1988,2.079,0.0595
1989,0.538,0.1219
1990,0.905,0.2204
1991,0.296,0.0035
1992,1.025,0.0422
1995,1.319,0.0658
1996,4.964,0.074
1997,2.623,0.0824
1998,1.865,0.0633
1999,2.219,0.1259
2000,0.449,0.0124
2002,1.001,0.0753
2003,2.59,0.134
2004,2.548,0.1557
2005,1.031,0.0491
2006,2.138,0.1151
2007,1.259,0.0764
2008,1.291,0.129
2009,1.4,0.1144
2010,0.318,0.005
2011,1.926,0.1027
2012,1.983,0.1868
2013,1.568,0.0496
2014,1.066,0.0778
2015,1.871,0.0902
2016,1.155,0.0553
2017,3.208,0.0928
2018,1.946,0.0915
2019,1.686,0.0512
2020,1.099,0.0933
2021,3.061,0.104
2022,1.563,0.0461
2023,2.178,0.0385
2024,2.772,0.1175
2025,0.519,0.0175
2026,2.079,0.0778
2027,2.181,0.0608
2028,2.146,0.1858
2029,3.721,0.0883
2030,1.969,0.0485
2031,1.878,0.07
2032,0.321,0.0054
2034,0.273,0.0038
2035,1.801,0.0367
2036,1.167,0.1173
2037,1.928,0.0868
2038,1.308,0.0682
2039,1.292,0.1543
2040,1.192,0.0352
2041,0.123,0.0014
2043,0.776,0.2145
2044,2.486,0.0205
2046,2.689,0.1443
2047,1.984,0.1166
2048,1.864,0.0938
2049,1.489,0.0715
2050,1.599,0.1137
2051,1.614,0.0886
2052,2.403,0.1205
2053,5.261,0.1261
2054,0.32,0.0066
2055,3.32,0.0178
2056,2.645,0.1333
2057,0.924,0.0701
2059,0.48,0.1155
2061,0.616,0.0193
2062,2.181,0.0608
2063,0.209,0.0027
2064,0.923,0.0631
2065,1.33,0.0443
2066,1.046,0.119
2067,0.779,0.0278
2068,1.76,0.0936
2069,2.03,0.1248
2070,0.108,0.0007
2071,2.465,0.0948
2072,1.86,0.0503
2073,1.55,0.0537
2074,1.098,0.1689
2075,0.598,0.0258
2076,1.291,0.0628
2077,0.839,0.0251
2078,8.547,0.1001
2079,1.549,0.1283
2080,1.211,0.0608
2081,2.764,0.068
2082,2.22,0.0565
2083,1.632,0.0378
2084,1.901,0.0925
2086,0.101,0.0006
2087,2.472,0.1204
2088,0.642,0.0255
2089,1.306,0.1245
2090,1.543,0.0766
2091,0.359,0.0822
2092,0.846,0.1199
2093,1.155,0.0825
2094,2.011,0.0897
2095,1.413,0.1296
2096,1.539,0.0453
2097,1.838,0.0355
2098,2.065,0.054
2099,2.457,0.1
2100,0.971,0.0715
2101,0.972,0.0399
2102,2.374,0.2217
2103,1.143,0.0516
2104,2.543,0.1154
2105,1.91,0.1102
2106,1.225,0.064
2107,2.422,0.1587
2108,0.405,0.0071
2109,1.492,0.1291
2110,2.548,0.1684
2111,2.357,0.1181
2112,0.359,0.009
2113,2.064,0.0688
2115,1.934,0.0728
2116,1.461,0.1205
2118,1.275,0.0626
2119,0.966,0.0449
2120,0.712,0.051
2122,2.763,0.1315
2123,2.036,0.0674
2124,1.28,0.0649
2125,2.08,0.1143
2126,1.704,0.0768
2127,2.426,0.1196
2128,1.541,0.0574
2129,2.297,0.1117
2131,1.777,0.0721
2132,1.752,0.0985
2133,2.565,0.1432
2134,1.66,0.0385
2135,1.679,0.0972
2136,1.465,0.0813
2137,1.44,0.0534
2138,0.867,0.0218
2139,1.173,0.0562
2140,1.065,0.08
2143,2.281,0.1233
2144,0.33,0.0063
2145,1.967,0.1234
2146,2.887,0.1221
2147,8.77,0.121
2148,0.709,0.0241
2149,0.259,0.0041
2150,1.942,0.0947
2151,0.506,0.0147
2152,1.572,0.0834
2153,1.274,0.0621
2154,2.378,0.1263
2155,1.841,0.107
2156,0.342,0.0143
2157,2.139,0.1006
2158,1.536,0.0729
2159,0.942,0.0258
2160,1.832,0.0645
2161,0.889,0.1912
2162,2.887,0.1281
2163,1.673,0.0358
2165,2.072,0.109
2166,1.764,0.0956
2167,1.641,0.0702
2168,1.753,0.185
2169,1.054,0.0638
2170,2.614,0.1069
2171,1.564,0.0687
2172,2.98,0.0984
2173,2.468,0.135
2174,1.517,0.0838
2175,1.966,0.1217
2176,1.875,0.0878
2177,1.36,0.1423
2178,1.79,0.1098
2179,2.29,0.1098
2180,1.054,0.0289
2181,2.452,0.1035
2182,1.208,0.0397
2183,0.174,0.0027
2184,2.098,0.1391
2185,1.72,0.0641
2186,1.808,0.0359
2187,2.514,0.162
2188,1.324,0.0652
2189,5.914,0.0562
2191,2.715,0.0971
2192,1.571,0.0778
2193,1.842,0.0763
2194,0.701,0.0276
2195,1.929,0.1013
2196,1.685,0.1148
2197,1.664,0.0992
2198,3.048,0.1429
2199,0.931,0.0464
2200,2.399,0.1644
2201,3.296,0.0992
2202,2.277,0.1533
2203,0.358,0.0076
2204,2.319,0.12
2206,1.826,0.0749
2208,1.346,0.0595
2209,2.499,0.1431
2210,1.148,0.2034
2211,1.992,0.113
2212,1.696,0.0684
2214,0.906,0.0625
2215,1.4,0.1144
2216,0.35,0.0066
2217,1.868,0.0447
2220,2.813,0.0889
2221,0.156,0.0015
2222,0.839,0.0388
2223,1.342,0.0677
2224,1.867,0.0506
2225,0.901,0.0219
2226,1.207,0.056
2227,1.552,0.0895
2228,1.172,0.1285
2229,2.656,0.1034
2231,2.842,0.084
2233,2.845,0.1185
2234,0.276,0.0057
2235,0.908,0.0639
2236,2.012,0.2209
2237,2.354,0.118
2238,2.372,0.1053
2239,1.555,0.0688
2240,2.448,0.1261
2241,1.119,0.0543
2242,2.338,0.1225
2243,0.459,0.09
2244,0.411,0.0102
2245,2.112,0.1207
2246,4.295,0.0574
2247,2.254,0.1598
2248,0.944,0.0609
2249,1.111,0.0767
2250,1.452,0.0626
2251,1.124,0.1617
2252,2.255,0.1073
2253,1.572,0.0823
2254,2.337,0.15
2255,1.497,0.0683
2256,0.267,0.0133
2258,1.911,0.0905
2259,2.321,0.1361
2260,0.823,0.031
2261,1.753,0.1123
2262,1.147,0.0869
2263,1.222,0.0693
2264,1.736,0.0559
2265,2.232,0.1103
2266,2.452,0.1055
2267,1.663,0.178
2268,1.838,0.0639
2269,2.374,0.1179
2270,0.596,0.0988
2273,0.246,0.0039
2274,2.966,0.0772
2276,1.738,0.0555
2277,2.321,0.1192
2278,2.522,0.1158
2279,0.345,0.0064
2280,1.075,0.0817
2281,1.905,0.0332
2282,1.185,0.0617
2284,2.524,0.133
2285,1.941,0.108
2286,1.219,0.0345
2287,1.525,0.1684
2288,1.663,0.0644
2289,2.242,0.1041
2291,0.174,0.0027
2292,1.07,0.0501
2293,0.395,0.0105
2294,1.69,0.0428
2295,0.67,0.0216
2296,1.784,0.0494
2298,1.047,0.0638
2299,1.362,0.072
2300,1.858,0.0565
2301,1.658,0.0888
2302,2.325,0.1141
2303,2.221,0.1088
2304,2.362,0.1213
2305,0.343,0.0125
2306,0.637,0.0202
2307,1.559,0.0703
2308,0.815,0.178
2309,0.994,0.0779
2310,1.88,0.0363
2312,2.602,0.1334
2313,2.663,0.0867
2314,2.276,0.1107
2315,0.399,0.01
2316,1.919,0.0684
2317,1.812,0.1823
2318,1.535,0.0698
2319,6.479,0.12
2320,1.226,0.0306
2321,0.304,0.007
2322,2.31,0.1147
2323,1.929,0.1021
2324,2.362,0.1034
2325,2.36,0.1162
2326,1.211,0.1543
2327,1.07,0.1488
2329,2.397,0.1265
2330,0.974,0.0688
2331,1.286,0.1535
2332,0.932,0.0198
2333,2.179,0.112
2334,1.779,0.0606
2335,1.734,0.056
2336,0.971,0.0511
2337,2.4,0.1138
2338,1.251,0.0921
2339,1.945,0.1123
2340,2.853,0.0881
2341,1.291,0.0628
2343,2.352,0.1698
2344,0.947,0.0714
2345,1.369,0.0443
2346,1.05,0.0988
2347,0.307,0.0047
2348,2.566,0.1474
2349,0.559,0.0129
2350,1.757,0.161
2351,1.744,0.1098
2352,1.817,0.0488
2353,1.73,0.0694
2354,1.035,0.0249
2355,2.313,0.0683
2356,3.089,0.1329
2357,1.972,0.0841
2358,1.836,0.0375
2359,1.17,0.0617
2360,2.369,0.1187
2361,2.008,0.1603
2363,2.452,0.0532
2364,1.076,0.0267
2365,1.926,0.0725
2366,1.571,0.0778
2367,1.577,0.0668
2368,1.729,0.1029
2369,0.252,0.004
2370,0.268,0.0043
2372,2.384,0.1216
2373,2.438,0.1289
2374,1.28,0.101
2375,2.278,0.107
2376,1.21,0.0366
2377,0.229,0.0301
2378,2.552,0.0329
2379,0.369,0.0057
2380,1.615,0.0801
2382,0.399,0.0069
2383,0.532,0.0145
2384,0.37,0.0065
2385,1.774,0.0459
2386,2.023,0.0503
2387,1.519,0.1796
2388,2.584,0.0728
2389,2.314,0.1368
2390,2.313,0.0931
2391,2.12,0.0749
2392,1.729,0.156
2393,1.93,0.102
2394,0.961,0.0348
2395,2.775,0.112
2396,0.217,0.0042
2397,1.026,0.077
2398,0.227,0.0231
2399,2.021,0.0511
2400,1.092,0.0517
2401,1.736,0.1065
2402,2.706,0.1262
2403,1.957,0.1055
2405,1.443,0.1588
2406,1.229,0.158
2407,1.597,0.067
2408,1.225,0.064
2409,0.906,0.0625
2410,0.862,0.0713
2411,2.131,0.2051
2412,1.638,0.198
2413,0.213,0.003
2414,1.328,0.1069
2415,1.704,0.0661
2416,1.69,0.0663
2417,6.536,0.3046
2418,0.831,0.123
2419,2.563,0.1055
2420,2.925,0.1105
2421,0.515,0.0142
2422,0.342,0.0113
2423,1.394,0.0489
2424,0.261,0.0054
2425,1.198,0.1407
2426,0.925,0.0446
2427,0.743,0.1007
2428,1.192,0.1955
2430,1.91,0.2212
2431,0.814,0.0329
2432,1.964,0.1053
2433,1.676,0.068
2434,0.301,0.0111
2435,1.486,0.0638
2436,0.246,0.0039
2437,1.036,0.0227
2438,1.743,0.1076
2439,2.813,0.0992
2440,0.572,0.0141
2442,1.082,0.0523
2443,2.238,0.092
2444,2.012,0.0979
2445,1.843,0.1627
2446,2.342,0.1228
2447,1.832,0.0645
2448,1.73,0.0706
2449,0.046,0.0002
2450,1.391,0.1298
2451,1.297,0.1472
2452,2.232,0.1103
2453,1.467,0.0763
2454,0.704,0.1586
2455,2.316,0.1323
2456,1.732,0.0958
2457,1.679,0.0678
2458,1.102,0.0675
2459,0.906,0.1071
2460,0.271,0.0045
2461,0.378,0.0097
2462,2.548,0.0312
2464,0.836,0.041
2465,1.473,0.0634
2467,0.75,0.2128
2468,2.963,0.1281
2469,0.322,0.0051
2470,2.311,0.1739
2471,1.493,0.0834
2472,0.171,0.0022
2473,1.003,0.0639
2474,2.012,0.0979
2475,2.402,0.0666
2476,2.183,0.0764
2477,2.022,0.0768
2478,0.056,0.0003
2479,1.871,0.037
2480,1.246,0.03
2481,0.221,0.0278
2482,2.117,0.1289
2483,1.553,0.0873
2484,0.374,0.0097
2485,0.76,0.1181
2486,1.411,0.0621
2487,0.818,0.0349
2488,2.374,0.0361
2489,1.291,0.0639
2490,1.664,0.098
2491,1.919,0.0919
2492,2.114,0.0822
2493,3.22,0.0944
2494,4.46,0.0657
2495,1.783,0.0596
2496,1.543,0.0766
2497,3.026,0.1026
2498,2.25,0.1097
2499,3.03,0.0762
2500,0.594,0.1684
2501,2.071,0.1054
2502,1.468,0.1208
2503,6.077,0.1044
2504,1.867,0.0989
2505,0.32,0.0058
2506,1.321,0.0409
2507,2.507,0.0617
2508,2.361,0.1166
2509,1.84,0.09
2510,3.636,0.103
2512,0.339,0.0072
2513,2.286,0.1108
2514,2.49,0.1316
2515,1.29,0.0505
2516,1.895,0.0377
2517,2.478,0.1491
2518,1.34,0.0682
2519,1.288,0.0389
2520,0.466,0.0087
2521,1.087,0.0478
2522,2.358,0.2015
2523,2.006,0.0725
2524,1.116,0.0336
2525,1.003,0.1439
2526,1.696,0.0433
2527,2.544,0.1501
2529,0.563,0.0169
2530,2.241,0.1102
2531,2.621,0.1353
2532,0.589,0.0184
2533,1.14,0.0888
2534,2.747,0.1019
2535,1.198,0.1407
2536,1.34,0.0563
2537,2.089,0.1211
2538,1.296,0.0327
2539,2.08,0.06
2540,0.583,0.0117
2541,1.125,0.0777
2542,0.285,0.0115
2544,0.271,0.005
2545,1.362,0.072
2548,2.703,0.1283
2549,0.511,0.0914
2550,1.175,0.0479
2551,0.371,0.0092
2552,1.328,0.0986
2554,1.904,0.0928
2555,1.61,0.1669
2556,3.156,0.1197
2557,1.096,0.0459
2558,0.998,0.0489
2559,1.07,0.1354
2560,1.935,0.0735
2561,0.814,0.0319
2562,1.345,0.0987
2563,1.693,0.1684
2564,1.121,0.0596
2565,2.081,0.0502
2566,2.059,0.0996
2567,0.92,0.0198
2568,1.616,0.1767
2569,2.398,0.1074
2571,1.445,0.1666
2572,2.6,0.138
2573,1.737,0.0358
2574,2.019,0.1726
2575,2.237,0.1107
2576,2.256,0.0478
2577,0.202,0.0032
2578,0.934,0.0619
2579,1.275,0.1024
2580,2.31,0.1147
2581,0.359,0.0076
2584,2.192,0.0891
2585,2.093,0.0677
2586,1.546,0.0744
2587,1.736,0.0559
2588,1.281,0.0621
2590,2.042,0.1709
2592,1.546,0.0751
2593,0.387,0.0088
2594,1.752,0.0843
2595,2.297,0.1753
2596,2.901,0.0347
2597,2.667,0.1345
2598,7.13,0.1298
2599,2.5,0.1485
2600,1.227,0.1153
2601,2.235,0.1815
2602,1.994,0.067
2603,1.551,0.0653
2604,1.78,0.0591
