zone,n_triplets,mean_closure_rad,median_abs_rad,se,bias_significant
A,518,-0.09034817665815353,0.6832633018493652,0.05680459476682001,False
B,518,-0.08842230588197708,0.7767355442047119,0.058401088825712565,False
C,518,0.026897992938756943,0.21238839626312256,0.024866511263888134,False
D,518,-0.021302610635757446,0.21043908596038818,0.019004098447159033,False
